name	plain	XZ	fold change	log2_fc	Enrich	pvalue	qvalue	plain count	XZ count	Phylum	Family	Genus	Order
SX1.bin102	45156.32	1487	30.36739744	-4.924451366	plain	0.000589449	0.005823033	25	5	Firmicutes	Lachnospiraceae	Unknow	Clostridiales
XZ2.bin026	756.72	23006.4	30.40279099	4.926131865	XZ	0.000589449	0.005823033	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
SX2.bin089	2802	91.4	30.65645514	-4.93811898	plain	0.001829049	0.009926296	25	4	Bacteroidetes	Paludibacteraceae	Unknow	Bacteroidales
SD5.bin028	22403.44	729.6	30.7064693	-4.940470732	plain	2.81E-05	0.00122924	25	5	Firmicutes	Lachnospiraceae	Unknow	Clostridiales
XZ1.bin161	130.16	4011.6	30.82052858	4.9458197	XZ	2.81E-05	0.00122924	25	5	Actinobacteria	Eggerthellaceae	Unknow	Eggerthellales
XZ5.bin122	99.84	3103.2	31.08173077	4.957994937	XZ	0.000558544	0.005718073	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
AH4.bin182	8519.28	271.8	31.34392936	-4.970114146	plain	0.001164863	0.007795886	25	5	Firmicutes	Eubacteriaceae	Eubacterium	Clostridiales
XZ3.bin127	186	5843	31.41397849	4.973334763	XZ	0.001510389	0.008997861	25	5	Firmicutes	CAG-138	Unknow	Christensenellales
XZ1.bin156	628.96	19887.6	31.61981684	4.982757106	XZ	0.001585898	0.009233893	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ3.bin021	148.8	4718.4	31.70967742	4.986851296	XZ	0.000685474	0.006106836	25	5	Actinobacteria	Eggerthellaceae	Unknow	Eggerthellales
JL2.bin071	19281.76	598.4	32.22219251	-5.009982758	plain	0.000407	0.005069174	25	5	Firmicutes	Lachnospiraceae	Roseburia	Clostridiales
XZ5.bin090	216.88	7006	32.30357802	5.013622065	XZ	1.40E-05	0.001137047	25	5	Firmicutes	Peptostreptococcaceae	Unknow	Clostridiales
XZ5.bin034	236.68	7912.6	33.43163765	5.063142122	XZ	1.40E-05	0.001137047	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ3.bin091	50.84	1702.6	33.48937844	5.065631695	XZ	0.000837679	0.006457888	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ1.bin181	357.24	12025.8	33.66308364	5.073095433	XZ	0.000168414	0.003210485	25	5	Firmicutes	Unknow	Unknow	Monoglobales
XZ3.bin018	115.36	3902.6	33.82975035	5.080220625	XZ	0.000833201	0.006448916	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ1.bin094	196.36	6712.4	34.18415156	5.095255713	XZ	0.001829049	0.009926296	25	5	Firmicutes	Lachnospiraceae	Unknow	Clostridiales
XZ3.bin017	360.32	12350.8	34.27730906	5.09918195	XZ	0.00068642	0.006109356	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ4.bin064	853.2	29256.4	34.29020159	5.099724481	XZ	0.000168414	0.003210485	25	5	Euryarchaeota	Methanobacteriaceae	Methanobrevibacter	Methanobacteriales
XZ5.bin148	156.04	5377.2	34.46039477	5.106867324	XZ	0.001512227	0.009003734	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ5.bin081	140.64	4855.2	34.5221843	5.109451845	XZ	0.00068642	0.006109356	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ5.bin023	321	11188.2	34.85420561	5.123260841	XZ	0.000839924	0.006462359	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ4.bin081	685.92	24265.4	35.37642874	5.14471651	XZ	0.000168414	0.003210485	25	5	Firmicutes	Lachnospiraceae	Unknow	Clostridiales
XZ1.bin171	52.16	1884.2	36.12346626	5.174864429	XZ	0.001659736	0.009454595	25	5	Actinobacteria	Eggerthellaceae	Unknow	Eggerthellales
XZ1.bin163	371.72	13817	37.17045088	5.216084283	XZ	0.00084207	0.006466617	25	5	Firmicutes	Clostridiaceae	Unknow	Clostridiales
XZ3.bin113	506.48	19124.8	37.76022745	5.23879555	XZ	2.81E-05	0.00122924	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
SD4.bin048	7847.12	207.4	37.83567985	-5.241675463	plain	0.000589449	0.005823033	25	5	Bacteroidetes	Rikenellaceae	Unknow	Bacteroidales
XZ1.bin157	91.68	3507.4	38.2569808	5.257651117	XZ	0.000407	0.005069174	25	5	Proteobacteria	Oxalobacteraceae	Unknow	Burkholderiales
SD3.bin105	34509.48	894.2	38.59257437	-5.270251379	plain	0.001164863	0.007795886	25	5	Bacteroidetes	Rikenellaceae	Alistipes	Bacteroidales
AH2.bin165	10564.88	273.4	38.64257498	-5.272119328	plain	0.00084207	0.006466617	25	4	Bacteroidetes	Rikenellaceae	Alistipes	Bacteroidales
SX3.bin119	26337.04	680.4	38.70817166	-5.27456626	plain	0.001585898	0.009233893	25	5	Bacteroidetes	Bacteroidaceae	Unknow	Bacteroidales
XZ5.bin087	418.96	16329.8	38.97699064	5.284550801	XZ	0.000407	0.005069174	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ1.bin174	60.28	2356.6	39.09422694	5.288883675	XZ	0.000559339	0.005720869	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ5.bin026	484.92	19639.2	40.49987627	5.339845595	XZ	0.000266655	0.004154594	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ5.bin083	517.32	21086	40.76007114	5.349084664	XZ	5.61E-05	0.001856403	25	5	Actinobacteria	Eggerthellaceae	Unknow	Eggerthellales
JL5.bin150	1035.12	24.2	42.77355372	-5.418647169	plain	0.001124937	0.007650283	25	5	Spirochaetes	Spirochaetaceae	Treponema	Spirochaetales
AH1.bin079	73203.48	1641.2	44.60363149	-5.47908927	plain	0.000266655	0.004154594	25	5	Bacteroidetes	Rikenellaceae	Alistipes	Bacteroidales
XZ1.bin009	76.28	3425.4	44.90561091	5.488823814	XZ	0.001024769	0.007263419	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ4.bin027	242.96	10940.4	45.02963451	5.492802863	XZ	9.82E-05	0.002375919	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ5.bin113	87.72	3983.8	45.41495668	5.505095599	XZ	0.000559339	0.005720869	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
JL2.bin147	13165.08	275	47.87301818	-5.581140859	plain	2.81E-05	0.00122924	25	5	Firmicutes	Eubacteriaceae	Eubacterium	Clostridiales
XZ5.bin144	551.44	26779	48.5619469	5.601754357	XZ	2.81E-05	0.00122924	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
SD5.bin154	15508.64	318.4	48.7080402	-5.606088031	plain	0.000589449	0.005823033	25	5	Firmicutes	Lachnospiraceae	Unknow	Clostridiales
SX4.bin117	16531.32	339.2	48.73620283	-5.606921946	plain	0.001829049	0.009926296	25	5	Firmicutes	Lachnospiraceae	Unknow	Clostridiales
XZ5.bin139	62.2	3078.2	49.48874598	5.62902858	XZ	0.001243541	0.00806967	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ3.bin002	141.52	7188.4	50.79423403	5.666592832	XZ	0.000838801	0.006460125	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
SX3.bin041	9693.44	190.2	50.96445846	-5.671419588	plain	9.82E-05	0.002375919	25	5	Firmicutes	Eubacteriaceae	Eubacterium	Clostridiales
SD5.bin088	18127.4	329.4	55.03157256	-5.78218765	plain	0.000589449	0.005823033	25	5	Firmicutes	Lachnospiraceae	Roseburia	Clostridiales
XZ5.bin046	114.52	6322.6	55.20957038	5.78684647	XZ	0.000558544	0.005718073	25	5	Euryarchaeota	Methanobacteriaceae	Methanosphaera	Methanobacteriales
XZ2.bin082	76.72	4296.2	55.99843587	5.807314626	XZ	0.000558544	0.005718073	25	5	Firmicutes	Monoglobaceae	Unknow	Monoglobales
XZ3.bin125	503.88	28986.4	57.52639517	5.846152163	XZ	0.001822603	0.009909155	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
SX5.bin041	11743.4	194.8	60.28439425	-5.913712677	plain	0.000839924	0.006462359	25	5	Firmicutes	Lachnospiraceae	Unknow	Clostridiales
SX5.bin077	3355.8	52.8	63.55681818	-5.989974996	plain	0.001585898	0.009233893	25	5	Verrucomicrobia	UBA1067	Unknow	RFP12
GX5.bin025	53468.4	839	63.72872467	-5.993871885	plain	0.000589449	0.005823033	25	5	Bacteroidetes	Rikenellaceae	Alistipes	Bacteroidales
JL4.bin132	9109.28	132.4	68.80120846	-6.104362	plain	0.000168414	0.003210485	25	5	Firmicutes	Ruminococcaceae	Ruminococcus	Clostridiales
AH5.bin172	6499.84	90.6	71.74216336	-6.164749345	plain	0.000407	0.005069174	25	5	Firmicutes	CAG-449	Unknow	RFN20
XZ3.bin059	40.96	2970.6	72.52441406	6.18039483	XZ	0.000556163	0.00570967	25	5	Firmicutes	UBA941	Unknow	Christensenellales
XZ4.bin092	125	9254	74.032	6.210077099	XZ	0.001510389	0.008997861	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
JL4.bin027	2739.92	37	74.05189189	-6.210464689	plain	2.81E-05	0.00122924	25	5	Bacteroidetes	UBA3663	Unknow	Bacteroidales
XZ3.bin054	18.84	1506	79.93630573	6.320778995	XZ	0.000677934	0.006086583	25	5	Actinobacteria	Eggerthellaceae	Unknow	Eggerthellales
XZ4.bin157	199.28	16241.4	81.50040145	6.348735261	XZ	0.000556163	0.00570967	25	5	Euryarchaeota	Methanobacteriaceae	Methanosphaera	Methanobacteriales
XZ5.bin112	150.64	12646.8	83.95379713	6.391523673	XZ	0.001024769	0.007263419	25	5	Actinobacteria	Atopobiaceae	Olsenella	Coriobacteriales
SD4.bin139	34277.52	408.2	83.97236649	-6.391842741	plain	0.001829049	0.009926296	25	5	Bacteroidetes	Prevotellaceae	Prevotella	Bacteroidales
SX1.bin068	17390.96	202.6	85.83889437	-6.423559589	plain	0.001585898	0.009233893	25	5	Bacteroidetes	Prevotellaceae	Paraprevotella	Bacteroidales
XZ1.bin091	137.8	12242.4	88.84179971	6.473166713	XZ	0.001512227	0.009003734	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
GX3.bin161	126435.32	1360.8	92.91249265	-6.537800684	plain	0.000407	0.005069174	25	4	Bacteroidetes	Rikenellaceae	Alistipes	Bacteroidales
SX5.bin003	14227.36	141.4	100.6178218	-6.652742053	plain	0.000589449	0.005823033	25	5	Verrucomicrobia	UBA1067	Unknow	RFP12
XZ5.bin055	88.2	10449.4	118.4739229	6.888425735	XZ	0.001510389	0.008997861	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
AH4.bin072	7965.28	66.8	119.2407186	-6.897733164	plain	1.40E-05	0.001137047	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ3.bin026	271.08	33125.2	122.1971374	6.933066678	XZ	0.000407	0.005069174	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ3.bin022	40.56	5109.4	125.9714004	6.976952422	XZ	0.000559339	0.005720869	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ3.bin103	30.44	4208.8	138.2654402	7.111296786	XZ	0.000836558	0.006455648	24	5	Actinobacteria	Actinomycetaceae	Actinomyces	Actinomycetales
SD3.bin056	91291.8	651.2	140.1901106	-7.131240771	plain	0.001164863	0.007795886	25	5	Bacteroidetes	Prevotellaceae	Paraprevotella	Bacteroidales
XZ2.bin081	54.28	8053	148.3603537	7.212961802	XZ	0.001241979	0.008064397	25	5	Actinobacteria	Eggerthellaceae	Unknow	Eggerthellales
XZ5.bin041	74.28	11499.8	154.816909	7.27441924	XZ	0.001235744	0.008043283	25	5	Actinobacteria	Actinomycetaceae	Unknow	Actinomycetales
XZ5.bin128	61.2	10463.2	170.9673203	7.417576776	XZ	0.00055775	0.005715274	25	5	Firmicutes	Oscillospiraceae	Unknow	Clostridiales
SD5.bin002	12886.84	61	211.2596721	-7.722873584	plain	0.000683584	0.006101787	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
JL5.bin034	67911.4	298.4	227.5851206	-7.830262428	plain	0.000407	0.005069174	25	5	Spirochaetes	Spirochaetaceae	Treponema	Spirochaetales
XZ4.bin090	289.84	68062.4	234.827491	7.875457503	XZ	1.40E-05	0.001137047	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ3.bin051	250.44	62072.2	247.8525795	7.953338463	XZ	0.000559339	0.005720869	25	5	Actinobacteria	Eggerthellaceae	Eggerthella	Eggerthellales
XZ1.bin045	64.52	16823.8	260.7532548	8.026541451	XZ	0.00092687	0.006852377	25	5	Euryarchaeota	Methanobacteriaceae	Methanosphaera	Methanobacteriales
XZ1.bin166	291.6	84157.4	288.6056241	8.172955604	XZ	0.001246669	0.008080211	25	5	Firmicutes	Ruminococcaceae	Unknow	Clostridiales
XZ3.bin027	85.04	32237.4	379.0851364	8.566378081	XZ	0.001246669	0.008080211	25	5	Euryarchaeota	Methanobacteriaceae	Methanosphaera	Methanobacteriales
SX3.bin102	14181.96	36.4	389.6142857	-8.605902766	plain	1.40E-05	0.001137047	25	5	Verrucomicrobia	Unknow	Unknow	RFP12
AH5.bin069	3494.92	8.6	406.3860465	-8.666707057	plain	1.40E-05	0.001137047	25	4	Bacteroidetes	Odoribacteraceae	Butyricimonas	Bacteroidales
XZ5.bin082	19.56	8911.2	455.5828221	8.831569541	XZ	0.001238859	0.008053844	25	5	Actinobacteria	Gordoniaceae	Gordonia	Corynebacteriales
SX5.bin026	6373.48	11.8	540.1254237	-9.077150647	plain	0.001370149	0.008529183	25	5	Spirochaetes	Spirochaetaceae	Treponema	Spirochaetales
XZ5.bin129	4.2	3033.2	722.1904762	9.496235585	XZ	0.000513011	0.005548759	20	5	Actinobacteria	Atopobiaceae	Olsenella	Coriobacteriales
XZ5.bin084	35.32	44865.8	1270.266138	10.31091508	XZ	0.000833201	0.006448916	25	5	Actinobacteria	Nocardioidaceae	Unknow	Propionibacteriales
SX5.bin092	29845	16.2	1842.283951	-10.84727973	plain	0.000617255	0.005911376	25	5	Proteobacteria	Succinivibrionaceae	Succinivibrio	Aeromonadales
XZ5.bin124	163.08	343586	2106.855531	11.04087568	XZ	5.61E-05	0.001856403	25	5	Actinobacteria	Nocardiaceae	Rhodococcus	Corynebacteriales
